Debug Diagnostic Log
========================================================================================================================
Generated: 1/6/2026, 8:55:43 AM
Total Events: 22017
Game Time: 177s

CURRENT STATE:
  Player Level: 2
  Player HP: 184/184
  Player Mana: 81/81
  Player Stamina: 113/113
  Player Shield: 157 (cap: 184)
  Base Player MaxMana: 70
  Stat Spends: {"vit":0,"int":0,"str":0,"def":0,"agi":0}


======================================== undefined ========================================
[170.36s]  undefined | type:"ENEMY_AI_STATE", enemy:"warrior", role:"DPS", hp:119, mana:40, position:{"x":4453,"y":1902}, speed:90, hitCd:"0.00", attacked:true, inWater:false, nearestHostDist:32, hasSpawnTarget:true, team:"teamC"
[177.48s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 508", role:"HEALER", decision:"follow_ally", target:"Mage 320", distance:50, hp:50, mana:1, speed:110
[177.48s]  undefined | type:"ENEMY_AI_TARGET", enemy:"warrior", decision:"outpost_focus", target:"Flag 6", targetOwner:"player", distance:218
[177.48s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"warrior_cleave", required:9, current:4, max:40
[177.50s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 773", role:"HEALER", decision:"follow_ally", target:"Mage Guard 1", distance:54, hp:36, mana:9, speed:110
[177.50s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4346,"y":2145}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[177.50s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 508", role:"HEALER", decision:"follow_ally", target:"Warrior Guard 5", distance:116, hp:50, mana:1, speed:110
[177.50s]  undefined | type:"MANA_STARVED", unit:"mage", kind:"enemy", ability:"cleanse_wave", required:14, current:11, max:40
[177.50s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"tank_walls_outpost", target:"Flag 2", side:"North", wallHP:200, distance:139, intactWalls:4, nearbyHostiles:1
[177.50s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"knight", target:"warrior", distance:32, requiredRange:30, inWater:false
[177.53s]  undefined | type:"TANK_AI_START", tank:"Warden 236", position:{"x":4348,"y":2148}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[177.53s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warden", target:"mage", distance:33, requiredRange:30, inWater:false
[177.58s]  undefined | type:"MANA_STARVED", unit:"warden", kind:"enemy", ability:"ward_barrier", required:22, current:3, max:40
[177.58s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"piercing_lance", required:16, current:7, max:60
[177.58s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"piercing_lance", required:16, current:14, reason:"damage_rotation"
[177.60s]  undefined | type:"TANK_AI_START", tank:"Knight 754", position:{"x":4351,"y":2150}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[177.60s]  undefined | type:"TANK_AI_START", tank:"Warden 359", position:{"x":4505,"y":2020}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[177.60s]  undefined | type:"ENEMY_AI_STATE", enemy:"warden", role:"TANK", hp:338, mana:3, position:{"x":955,"y":2317}, speed:65, hitCd:"0.00", attacked:true, inWater:false, nearestHostDist:62, hasSpawnTarget:true, team:"teamA"
[177.60s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"piercing_lance", required:16, current:7, reason:"damage_rotation"
[177.60s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"chain_light", required:18, current:7, reason:"damage_rotation"
[177.60s]  undefined | type:"ENEMY_AI_TARGET", enemy:"mage", decision:"outpost_focus", target:"Flag 2", targetOwner:"teamB", distance:220
[177.60s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warden", target:"warrior", distance:77, requiredRange:30, inWater:false
[177.61s]  undefined | type:"TANK_AI_START", tank:"Warden 236", position:{"x":4348,"y":2147}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[177.61s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Mage 320", role:"HEALER", decision:"follow_ally", target:"Mage Guard 1", distance:51, hp:50, mana:8, speed:110
[177.61s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"tank_walls_outpost", target:"Flag 2", side:"North", wallHP:200, distance:142, intactWalls:4, nearbyHostiles:1
[177.61s]  undefined | type:"MANA_STARVED", unit:"knight", kind:"enemy", ability:"heal_burst", required:18, current:1, max:40
[177.63s]  undefined | type:"WALL_DAMAGE", site:"Flag 4", side:"East", attackers:4, attackerList:"Knight 816(TANK), Knight 835(TANK), Warden 236(TANK), Knight 754(TANK)", roleCounts:{"TANK":4}, damage:0.53, hpBefore:135, hpAfter:134, hpPercent:67
[177.63s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 835", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:3, hp:80, mana:29, speed:110
[177.63s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warden 359", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:34, hp:52, mana:33, speed:110
[177.66s]  undefined | type:"MANA_STARVATION", unit:"Warrior Guard 3", ability:"warrior_cleave", required:9, current:0, reason:"damage_rotation"
[177.68s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warden 359", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:36, hp:52, mana:33, speed:110
[177.71s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warrior 894", role:"DPS", decision:"attack_enemy", target:"warrior", distance:32, hp:63, mana:5, speed:110
[177.71s]  undefined | type:"ENEMY_AI_STATE", enemy:"warrior", role:"DPS", hp:200, mana:40, position:{"x":4847,"y":1405}, speed:90, hitCd:"0.00", attacked:true, inWater:false, nearestHostDist:32, hasSpawnTarget:true, team:"teamB"
[177.73s]  undefined | type:"MANA_STARVED", unit:"Mage 320", kind:"friendly", ability:"heal_burst", required:18, current:9, max:60
[177.73s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"mage", target:"Mage Guard 1", distance:39, requiredRange:29, inWater:false
[177.73s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"cleave", required:10, current:4, reason:"damage_rotation"
[177.74s]  undefined | type:"ENEMY_AI_STATE", enemy:"mage", role:"HEALER", hp:202, mana:13, position:{"x":4821,"y":1494}, speed:95, hitCd:"0.00", attacked:true, inWater:false, nearestHostDist:78, hasSpawnTarget:true, team:"teamC"
[177.74s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"tank_walls_outpost", target:"Flag 6", side:"South", wallHP:141, distance:133, intactWalls:4, nearbyHostiles:1
[177.74s]  undefined | type:"ENEMY_AI_TARGET", enemy:"warrior", decision:"outpost_focus", target:"Flag 6", targetOwner:"player", distance:218
[177.76s]  undefined | type:"TANK_AI_START", tank:"Knight 754", position:{"x":4350,"y":2149}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[177.76s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4348,"y":2147}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[177.76s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"chain_light", required:18, current:14, reason:"damage_rotation"
[177.78s]  undefined | type:"MANA_STARVED", unit:"Mage 508", kind:"friendly", ability:"ward_barrier", required:22, current:3, max:60
[177.78s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"slash", required:4, current:4, reason:"damage_rotation"
[177.79s]  undefined | type:"WALL_DAMAGE", site:"Flag 4", side:"East", attackers:4, attackerList:"Knight 816(TANK), Knight 835(TANK), Warden 236(TANK), Knight 754(TANK)", roleCounts:{"TANK":4}, damage:0.54, hpBefore:129, hpAfter:129, hpPercent:64
[177.79s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 754", role:"TANK", decision:"attack_wall", target:"Flag 4 wall", distance:4, hp:73, mana:19, speed:110
[177.79s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4350,"y":2148}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[177.79s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"tank_walls_combat", target:"Flag 6", side:"South"
[177.79s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"tank_walls_outpost", target:"Flag 4", side:"West", wallHP:200, distance:137, intactWalls:3, nearbyHostiles:1
[177.83s]  undefined | type:"TANK_AI_START", tank:"Knight 816", position:{"x":4349,"y":2148}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[177.83s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"tank_walls_outpost", target:"Flag 6", side:"South", wallHP:141, distance:144, intactWalls:4, nearbyHostiles:1
[177.84s]  undefined | type:"MANA_STARVED", unit:"Warrior Guard 3", kind:"friendly", ability:"warrior_cleave", required:9, current:1, max:60
[177.84s]  undefined | type:"TANK_AI_START", tank:"Warden 236", position:{"x":4351,"y":2150}, closestObjective:"Flag 4", closestObjectivePos:{"x":4411,"y":2085}, wallTarget:"YES", initialDecision:"idle"
[177.84s]  undefined | type:"ENEMY_AI_TARGET", enemy:"mage", decision:"outpost_focus", target:"Flag 4", targetOwner:"teamC", distance:217
[177.84s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"arc_bolt", required:10, current:8, reason:"damage_rotation"
[177.84s]  undefined | type:"MANA_STARVED", unit:"warrior", kind:"enemy", ability:"arc_bolt", required:10, current:8, max:60
[177.84s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"warrior_life_leech", required:8, current:4, reason:"damage_rotation"
[177.84s]  undefined | type:"MANA_STARVED", unit:"mage", kind:"enemy", ability:"mage_radiant_aura", required:18, current:14, max:60

======================================== SHIELD ========================================
[170.47s]  Periodic shield check | shieldValue:157.2, shieldSource:"Warrior 894 (ability)", nearbyAllies:1, nearbyEnemies:0
[175.49s]  Periodic shield check | shieldValue:157.2, shieldSource:"Warrior 894 (ability)", nearbyAllies:0, nearbyEnemies:0

========================================================================================================================
END OF DEBUG LOG
