Debug Diagnostic Log
========================================================================================================================
Generated: 1/6/2026, 2:33:00 PM
Total Events: 32863
Game Time: 184s

CURRENT STATE:
  Player Level: 3
  Player HP: 239/239
  Player Mana: 118/118
  Player Stamina: 128/128
  Player Shield: 0 (cap: 239)
  Base Player MaxMana: 70
  Stat Spends: {"vit":0,"int":0,"str":0,"def":0,"agi":0}


======================================== undefined ========================================
[177.80s]  undefined | type:"MANA_STARVED", unit:"knight", kind:"enemy", ability:"heal_burst", required:18, current:17, max:40
[183.72s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Warden 988", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2486,"y":1377}, distance:305
[183.72s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:635, hp:327, mana:32, speed:77
[183.75s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 708", role:"TANK", decision:"capture_objective", target:"Flag 4", distance:301, hp:80, mana:60, speed:110
[183.79s]  undefined | type:"TANK_AI_START", tank:"Knight 708", position:{"x":2478,"y":1373}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[183.79s]  undefined | type:"TANK_DECISION", tank:"Knight 708", decision:"capture_objective", target:"Flag 4", hasPosition:true
[183.79s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Warden 988", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2483,"y":1378}, distance:306
[183.79s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 271", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2485,"y":1378}, distance:306
[183.79s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 2", distance:1048, hp:36, mana:20, speed:77
[183.79s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:445, hp:327, mana:40, speed:77
[183.82s]  undefined | type:"TANK_AI_START", tank:"Warden 69", position:{"x":2482,"y":1380}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[183.82s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Warden 69", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2482,"y":1380}, distance:308
[183.82s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 708", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2477,"y":1372}, distance:301
[183.82s]  undefined | type:"TANK_AI_START", tank:"Warden 988", position:{"x":2479,"y":1374}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[183.82s]  undefined | type:"TANK_AI_START", tank:"Knight 271", position:{"x":2484,"y":1377}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[183.82s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 271", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2484,"y":1377}, distance:304
[183.82s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:53, hp:180, mana:5, speed:77
[183.82s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:628, hp:327, mana:27, speed:77
[183.82s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"capture_objective", target:"Flag 2", distance:1119, hp:126, mana:40, speed:65
[183.82s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:32, hp:276, mana:6, speed:65
[183.85s]  undefined | type:"WALL_DAMAGE", site:"Flag 5", side:"North", attackers:1, attackerList:"warden(TANK)", roleCounts:{"TANK":1}, damage:0.26, hpBefore:174, hpAfter:174, hpPercent:87
[183.85s]  undefined | type:"TANK_AI_START", tank:"Knight 664", position:{"x":2476,"y":1371}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[183.85s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 708", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2484,"y":1380}, distance:308
[183.85s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"support_allies", target:"Maintaining position", distance:35, hp:132, mana:39, speed:95
[183.85s]  undefined | type:"ENEMY_ATTACK_OUT_OF_RANGE", attacker:"warden", target:"knight", distance:762, requiredRange:30, inWater:false
[183.89s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 664", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2484,"y":1376}, distance:304
[183.89s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:115, hp:415, mana:10, speed:77
[183.89s]  undefined | type:"MANA_STARVATION", unit:"warrior", ability:"warrior_cleave", required:9, current:6, reason:"damage_rotation"
[183.92s]  undefined | type:"TANK_AI_START", tank:"Knight 664", position:{"x":2478,"y":1379}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[183.92s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 664", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2478,"y":1379}, distance:307
[183.92s]  undefined | type:"TANK_AI_START", tank:"Warden 69", position:{"x":2475,"y":1375}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[183.92s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:452, hp:327, mana:40, speed:77
[183.95s]  undefined | type:"TANK_AI_START", tank:"Knight 664", position:{"x":2477,"y":1376}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[183.95s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 271", role:"TANK", decision:"capture_objective", target:"Flag 4", distance:301, hp:80, mana:60, speed:110
[183.95s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:635, hp:327, mana:33, speed:77
[183.95s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"attack_enemy", target:"Warrior Guard 3", distance:31, hp:136, mana:6, speed:90
[183.97s]  undefined | type:"TANK_AI_START", tank:"Knight 271", position:{"x":2477,"y":1376}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[183.97s]  undefined | type:"TANK_DECISION", tank:"Knight 271", decision:"capture_objective", target:"Flag 4", hasPosition:true
[183.97s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:809, hp:327, mana:20, speed:77
[183.97s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:447, hp:327, mana:40, speed:77
[183.97s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:53, hp:180, mana:6, speed:77
[183.97s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:475, hp:327, mana:29, speed:77
[184.00s]  undefined | type:"TANK_DECISION", tank:"Warden 69", decision:"capture_objective", target:"Flag 4", hasPosition:true
[184.00s]  undefined | type:"TANK_AI_START", tank:"Knight 708", position:{"x":2480,"y":1375}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[184.00s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warden 988", role:"TANK", decision:"capture_objective", target:"Flag 4", distance:304, hp:102, mana:60, speed:110
[184.00s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"support_allies", target:"Maintaining position", distance:19, hp:113, mana:40, speed:95
[184.03s]  undefined | type:"TANK_DECISION", tank:"Warden 69", decision:"capture_objective", target:"Flag 4", hasPosition:true
[184.03s]  undefined | type:"TANK_AI_START", tank:"Warden 988", position:{"x":2476,"y":1375}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[184.03s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"knight", role:"TANK", decision:"capture_objective", target:"Flag 5", distance:471, hp:327, mana:29, speed:77
[184.03s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"mage", role:"HEALER", decision:"support_allies", target:"Maintaining position", distance:38, hp:144, mana:37, speed:95
[184.03s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warrior", role:"DPS", decision:"capture_objective", target:"Flag 6", distance:33, hp:108, mana:26, speed:90
[184.07s]  undefined | type:"TANK_DECISION", tank:"Knight 708", decision:"capture_objective", target:"Flag 4", hasPosition:true
[184.07s]  undefined | type:"TANK_OBJECTIVE_SET", tank:"Knight 708", objective:"Flag 4", objectivePos:{"x":2516,"y":1074}, tankPos:{"x":2486,"y":1378}, distance:305
[184.07s]  undefined | type:"TANK_AI_START", tank:"Warden 988", position:{"x":2478,"y":1376}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[184.07s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Knight 271", role:"TANK", decision:"capture_objective", target:"Flag 4", distance:307, hp:80, mana:60, speed:110
[184.10s]  undefined | type:"TANK_AI_START", tank:"Knight 708", position:{"x":2484,"y":1378}, closestObjective:"Flag 4", closestObjectivePos:{"x":2516,"y":1074}, wallTarget:"YES", initialDecision:"idle"
[184.12s]  undefined | type:"FRIENDLY_ROLE_TARGET", friendly:"Warden 69", role:"TANK", decision:"capture_objective", target:"Flag 4", distance:307, hp:102, mana:60, speed:110
[184.12s]  undefined | type:"MANA_STARVED", unit:"Warrior 86", kind:"friendly", ability:"warrior_fortitude", required:15, current:9, max:60
[184.12s]  undefined | type:"ENEMY_ROLE_TARGET", enemy:"warden", role:"TANK", decision:"capture_objective", target:"Flag 6", distance:33, hp:276, mana:7, speed:65

========================================================================================================================
END OF DEBUG LOG
